,stock_n,year,brand,model,price,mileage,interior_color,exterior_color,drive_type,engine_size,num_cylinders,hp,comp_ratio,cam_shaft,engine_type,bore,stroke,values_per_cylinder,wheel_base,length,width,height,curb_weight,leg_room,head_room,seating_cap,cargo_cap,city_mpg,hw_mpg
1014,16328239,2018,Nissan,Pathfinder SL,29998.0,31000,Black,White,4,3.5,6,284,11.00,Variable Timing,Gas,3.78,3.19,4.0,114.2,198.5,77.2,70.2,4479,42.3,42.2,7,16.0,19,26
1015,15238796,2007,Nissan,Quest SE,11599.0,100000,Gray,White,2,3.5,6,235,10:1,Dual Overhead Cam,Gas,3.76,3.2,4.0,124.0,204.1,77.0,71.0,4040,41.7,42.0,7,149.0,16,23
1016,16250089,2014,Subaru,Legacy 2.5i Limited,14998.0,87000,Black,Burgundy,4,2.5,4,170,10:1,Variable Timing DOHC,Gas,3.92,3.11,4.0,108.3,186.4,71.0,59.0,3451,43.0,40.3,5,15.0,24,32
1017,16450838,2015,Subaru,Legacy,17998.0,26000,Black,Black,4,2.5,4,175,10:1,Variable Timing DOHC,Gas,3.7,3.54,4.0,108.3,188.8,72.0,59.0,3379,42.9,40.0,5,15.0,26,36
1018,16450992,2015,Toyota,Avalon XLE Premium,23998.0,15000,Black,Gray,2,3.5,6,268,11:1,Variable Timing DOHC,Gas,3.7,3.27,4.0,111.0,195.3,72.0,57.0,3549,42.1,37.6,5,16.0,21,31
1019,16338858,2012,Toyota,Camry SE,13998.0,71000,Black,Gray,2,2.5,4,178,10:1,Dual Overhead Cam,Gas,3.54,3.86,4.0,109.3,189.2,,57.0,3240,41.6,38.8,5,15.0,25,35
1020,16450947,2015,Toyota,Corolla L,13998.0,40000,Gray,Silver,2,1.8,4,132,10:1,Variable Timing DOHC,Gas,3.17,3.48,4.0,106.3,182.6,69.0,57.0,2820,42.3,38.3,5,13.0,27,36
1021,16450988,2015,Toyota,Corolla S Plus,16998.0,14000,Black,Blue,2,1.8,4,132,10:1,Variable Timing DOHC,Gas,3.17,3.48,4.0,106.3,182.6,69.0,57.0,2865,42.3,38.3,5,13.0,29,38
1022,16450956,2015,Toyota,Prius Two,16998.0,38000,Gray,Gray,2,1.8,4,134,13:1,Variable Timing DOHC,Gas/Electric,3.17,3.48,4.0,106.3,176.4,68.0,58.0,3042,42.5,38.6,5,22.0,51,48
1023,16450995,2015,Toyota,Venza LE,18998.0,21000,Black,Silver,2,2.7,4,181,10:1,Variable Timing,Gas,3.54,4.13,4.0,109.3,189.0,75.0,63.0,3760,40.2,39.6,5,,20,26
1024,16451001,2014,Volkswagen,CC R-Line,17998.0,18000,Black,Blue,2,2.0,4,200,9.6:1,Variable Timing DOHC,Turbo Gas,3.25,3.65,4.0,106.7,188.9,73.0,55.0,3367,41.6,37.4,5,13.0,22,31
1025,16171407,2011,BMW,328 I,16998.0,52000,Black,Black,2,3.0,6,230,11:1,Dual Overhead Cam,Gas,3.35,3.46,4.0,108.7,181.9,70.0,54.0,3825,42.0,38.0,4,9.0,17,26
1026,16238809,2015,BMW,X1 XDrive28i,22998.0,17000,Black,Black,4,2.0,4,240,10:1,Variable Timing DOHC,Turbo Gas,3.31,3.55,4.0,108.7,176.5,70.0,60.0,3726,,41.3,5,15.0,22,32
1027,16597476,2014,Buick,Verano Leather,14998.0,31000,Black,Silver,2,2.4,4,180,11:1,Variable Timing DOHC,Gas,3.46,3.86,4.0,105.7,183.9,71.0,58.0,3300,42.0,38.3,5,14.0,21,32
1028,16171342,2014,Cadillac,SRX Luxury,24998.0,52000,Tan,Brown,4,3.6,6,308,12:1,Variable Timing DOHC,Gas,3.7,3.37,4.0,110.5,190.3,75.0,65.0,4442,41.2,39.7,5,30.0,16,23
1029,16598151,2017,Cadillac,XTS Luxury,24998.0,42000,Gray,Black,2,3.6,6,305,11.50,Variable Timing,Gas,3.7,3.37,4.0,111.7,202.0,72.9,59.1,4006,42.1,39.0,5,18.0,18,28
1030,16250761,2014,Cadillac,XTS,17998.0,84000,Black,Black,2,3.6,6,304,12:1,Variable Timing DOHC,Gas,3.7,3.37,4.0,111.7,202.0,72.0,59.0,4006,45.8,40.1,5,18.0,18,28
1031,16250805,2017,Chevrolet,Camaro LT,24599.0,8000,Black,Black,2,3.6,6,335,9.50,Variable Timing DOHC,Turbo Gas,3.74,3.37,4.0,110.7,188.3,74.7,53.1,3738,43.9,38.5,4,9.1,16,28
1032,16005558,2016,Chevrolet,Cruze LS,13998.0,32000,Black,Blue,2,1.4,4,153,10:1,Variable Timing,Turbo Gas,2.91,3.2,4.0,106.3,183.7,70.0,57.0,2870,42.0,38.9,5,15.0,30,40
1033,16171188,2007,Chevrolet,Silverado 1500 LT,15998.0,125000,Black,White,2,4.8,8,295,9.5:1,Overhead Valve,Gas,3.78,3.27,2.0,143.5,229.9,79.0,73.0,5142,41.3,41.5,6,,14,19
1034,16568319,2017,Dodge,Grand Caravan GT,18998.0,48000,Black,Blue,2,3.6,6,283,10.20,Variable Timing,Ethanol/Gas,3.78,3.27,4.0,121.2,202.8,78.7,68.9,4510,40.7,39.8,7,33.0,17,25
1035,16568372,2017,Dodge,Journey Crossroad Plus,23998.0,13000,Black,Gray,4,3.6,6,283,10.00,Variable Timing,Gas,3.78,3.19,4.0,113.8,192.4,72.2,66.6,4238,40.8,40.8,7,39.6,16,24
1036,16598312,2017,Ford,Edge Titanium,24998.0,44000,Tan,White,4,2.0,4,245,9.70,Variable Timing,Turbo Gas,3.4,2.51,4.0,112.2,188.1,75.9,68.7,4078,40.5,40.2,5,39.2,20,27
1037,16568362,2016,Ford,Explorer Limited,31998.0,21000,Tan,Black,4,2.3,4,270,11:1,Variable Timing DOHC,Turbo Gas,0.0,0.0,4.0,112.8,198.3,78.0,71.0,4610,42.9,41.4,7,21.0,18,26
1038,16327924,2015,Ford,Explorer Sport,32998.0,30000,Black,Gray,4,3.5,6,365,10:1,Variable Timing DOHC,Turbo Gas,3.64,3.41,4.0,112.6,197.1,78.0,71.0,4697,43.1,41.4,7,21.0,16,22
1039,16568313,2014,Ford,Explorer XLT,25998.0,35000,Tan,Silver,4,3.5,6,290,11:1,Variable Timing DOHC,Ethanol/Gas,3.64,3.41,4.0,112.6,197.1,78.0,70.0,4697,40.6,41.4,7,21.0,17,23
1040,16328236,2015,Ford,F150 King Ranch,42998.0,34000,Black,Black,4,3.5,6,365,11:1,Variable Timing DOHC,Turbo Gas,3.64,3.41,4.0,156.8,243.7,79.0,76.0,5716,43.9,40.8,5,,17,23
1041,16568367,2015,Ford,Fiesta SE,11998.0,20000,Black,Red,2,1.6,4,120,11:1,Variable Timing DOHC,Gas,3.11,3.2,4.0,98.0,159.7,67.0,58.0,2537,42.2,39.1,5,15.0,28,36
1042,16250682,2013,Ford,Focus ST,15998.0,58000,Black,Yellow,2,2.0,4,252,9.3:1,Dual Overhead Cam,Turbo Gas,3.44,3.27,0.0,104.3,171.7,71.0,58.0,3223,43.1,39.1,5,45.0,23,32
1043,16568446,2016,Hyundai,Elantra SE,12998.0,35000,Black,Red,2,1.8,4,145,10:1,Variable Timing,Gas,3.19,3.43,4.0,106.3,179.1,69.0,56.0,2818,43.6,40.0,5,15.0,28,37
1044,16327631,2017,Infiniti,QX60,30998.0,40000,Black,Black,4,3.5,6,295,11.00,Variable Timing,Gas,3.78,3.19,4.0,114.2,200.1,77.2,68.6,4515,42.3,40.7,7,15.8,19,26
1045,16171343,2015,Jeep,Cherokee Sport,17998.0,20000,Tan,Gold,2,2.4,4,184,10:1,Variable Timing OHC,Gas,3.46,3.82,4.0,106.3,182.0,73.0,65.0,3811,41.1,39.4,5,30.0,22,31
1046,16598459,2017,Jeep,Patriot Latitude,16998.0,34000,Black,Black,4,2.4,4,172,10.50,Variable Timing,Gas,3.46,3.82,4.0,103.7,173.8,69.2,66.8,3359,40.6,41.0,5,23.0,20,25
1047,16568215,2017,Jeep,Renegade Trailhawk,18998.0,36000,Black,Silver,4,2.4,4,180,10.00,Variable Timing,Gas,3.46,3.82,4.0,101.2,166.6,74.2,66.5,3573,41.2,41.1,5,18.5,21,29
1048,16568427,2013,Jeep,Wrangler Unlimited Sahara,26998.0,44000,Black,Black,4,3.6,6,285,10:1,Dual Overhead Cam,Gas,3.78,3.27,0.0,116.0,184.8,73.0,71.0,4269,40.9,42.3,5,71.0,16,21
1049,16237690,2015,Jeep,Wrangler Unlimited Sport,30998.0,20000,Black,Green,4,3.6,6,285,10:1,Variable Timing DOHC,Gas,3.78,3.27,4.0,116.0,173.4,73.0,70.0,4277,41.0,41.3,5,32.0,16,21
1050,16568327,2015,Land,Rover Discovery Sport SE,26998.0,36000,Black,Black,4,2.0,4,240,10:1,Variable Timing DOHC,Turbo Gas,3.44,3.27,4.0,107.9,180.7,81.0,67.0,3845,42.0,40.2,7,33.0,20,26
1051,16327902,2015,Lexus,ES 350,21599.0,59000,Black,Tan,2,3.5,6,268,11:1,Variable Timing DOHC,Gas,3.7,3.27,4.0,111.0,192.7,71.0,57.0,3549,41.9,37.5,5,15.0,21,31
1052,16450968,2015,Lexus,RX 350,29998.0,30000,Black,Brown,4,3.5,6,270,11:1,Variable Timing DOHC,Gas,3.7,3.27,4.0,107.9,187.8,74.0,66.0,4343,43.1,39.1,5,40.0,18,24
1053,16568329,2016,Mazda,Mazda3 i Sport,14998.0,31000,Black,Red,2,2.0,4,155,13:1,Variable Timing,Gas,3.29,3.59,4.0,106.3,180.3,70.0,57.0,2918,42.2,38.6,5,12.0,30,40
1054,16568292,2014,Mazda,Mazda6 I Touring,13998.0,75000,Black,Gray,2,2.5,4,184,13:1,Variable Timing DOHC,Gas,3.5,3.94,4.0,111.4,191.5,72.0,57.0,3232,42.2,38.4,5,15.0,26,38
1055,16238811,2015,Mercedes-Benz,C300,21998.0,43000,Black,Black,4,2.0,4,241,9.8:1,Variable Timing DOHC,Turbo Gas,3.27,3.62,4.0,111.8,184.5,71.0,56.0,3594,41.7,37.1,5,17.0,24,31
1056,16238818,2015,Mercedes-Benz,C300,23599.0,39000,Tan,White,4,2.0,4,241,9.8:1,Variable Timing DOHC,Turbo Gas,3.27,3.62,4.0,111.8,184.5,71.0,56.0,3594,41.7,37.1,5,17.0,24,31
1057,16486707,2015,Mercedes-Benz,C300,25998.0,15000,Gray,Gray,4,2.0,4,241,9.8:1,Variable Timing DOHC,Turbo Gas,3.27,3.62,4.0,111.8,184.5,71.0,56.0,3594,41.7,37.1,5,17.0,24,31
1058,16171186,2015,Mercedes-Benz,CLA250,23998.0,14000,Black,Silver,4,2.0,4,208,9.8:1,Variable Timing DOHC,Turbo Gas,3.27,3.62,4.0,106.3,182.3,70.0,56.0,3395,40.2,38.2,5,13.0,24,33
1059,16486438,2015,Mercedes-Benz,GLA250,24599.0,36000,Tan,Blue,2,2.0,4,208,9.8:1,Variable Timing DOHC,Turbo Gas,3.27,3.62,4.0,106.3,173.9,71.0,60.0,3318,41.9,40.0,5,17.0,25,35
1060,16171189,2008,Mercury,Mountaineer,11599.0,73000,Tan,Brown,2,4.0,6,210,9.7:1,Single Overhead Cam,Gas,3.95,3.32,2.0,113.7,193.4,73.0,72.0,4567,42.4,39.8,7,86.0,14,20
1061,16250680,2009,Mini,Cooper,9998.0,59000,Black,Burgundy,2,1.6,4,118,11:1,Dual Overhead Cam,Gas,3.03,3.38,4.0,97.1,145.6,75.0,55.0,2546,41.4,38.8,4,6.0,28,37
1062,16568286,2015,Mitsubishi,Lancer ES,12998.0,8000,Black,Silver,2,2.0,4,148,10:1,Variable Timing DOHC,Gas,3.39,3.39,4.0,103.7,180.0,69.0,58.0,2954,42.3,39.6,5,12.0,26,34
1063,16238767,2017,Mitsubishi,Mirage G4 ES,10998.0,18000,Black,Red,2,1.2,3,78,10.50,Variable Timing,Gas,2.95,3.54,4.0,100.4,169.5,65.7,59.2,2172,41.7,39.1,5,12.3,35,42
1064,16238358,2015,Mitsubishi,Outlander Sport ES,15998.0,33000,Black,Silver,4,2.4,4,168,11:1,Variable Timing,Gas,3.46,3.82,4.0,105.1,169.1,69.0,64.0,3098,41.6,39.4,5,22.0,23,26
1065,16238118,2009,Nissan,Altima S,9599.0,103000,Black,Black,2,2.5,4,175,9.6:1,Dual Overhead Cam,Gas,3.5,3.94,4.0,109.3,189.8,70.0,57.0,3192,44.1,40.6,5,15.0,23,31
1066,16238709,2017,Nissan,Altima S,17599.0,5000,Black,Silver,2,2.5,4,179,10.30,Variable Timing,Gas,3.5,3.94,4.0,109.3,191.9,72.0,57.8,3212,45.0,40.0,5,15.4,27,39
1067,16250267,2014,Nissan,Altima S,12599.0,66000,Black,Black,2,2.5,4,182,9.6:1,Variable Timing DOHC,Gas,3.5,3.94,4.0,109.3,191.5,72.0,57.0,3114,45.0,40.0,5,15.0,27,38
1068,16238648,2007,Nissan,Frontier SE,14998.0,69000,Gray,Gray,2,4.0,6,261,9.7:1,Dual Overhead Cam,Gas,3.76,3.62,4.0,125.9,205.5,72.0,69.0,4154,42.4,39.7,4,,15,20
1069,16250788,2010,Nissan,Frontier SE,17998.0,99000,Gray,Gray,4,4.0,6,261,9.7:1,Dual Overhead Cam,Gas,3.76,3.62,4.0,125.9,205.5,72.0,70.0,4480,42.4,40.0,5,,14,19
1070,16568305,2015,Toyota,Corolla S Plus,15998.0,17000,Black,Gray,2,1.8,4,132,10:1,Variable Timing DOHC,Gas,3.17,3.48,4.0,106.3,182.6,69.0,57.0,2865,42.3,38.3,5,13.0,29,38
1071,16328244,2015,Toyota,RAV4 XLE,21599.0,23000,Black,Gray,4,2.5,4,176,10:1,Variable Timing DOHC,Gas,3.54,3.86,4.0,104.7,179.9,72.0,67.0,3585,42.6,38.9,5,38.0,22,29
1072,16328251,2017,Toyota,Sequoia SR5,33998.0,38000,Gray,Blue,4,5.7,8,381,10.20,Variable Timing,Gas,3.7,4.02,4.0,122.0,205.1,79.9,77.0,5985,42.5,34.8,8,18.9,13,17
1073,16328253,2017,Toyota,Sequoia SR5,34998.0,28000,Gray,Purple,4,5.7,8,381,10.20,Variable Timing,Gas,3.7,4.02,4.0,122.0,205.1,79.9,77.0,5985,42.5,34.8,8,18.9,13,17
1074,16568341,2015,Toyota,Tacoma,31998.0,33000,Gray,Red,4,4.0,6,236,10:1,Variable Timing DOHC,Gas,3.7,3.74,4.0,127.4,208.1,74.0,70.0,4220,41.7,40.2,5,,16,21
1075,16450974,2015,Toyota,Venza LE,20998.0,30000,Black,Gray,4,2.7,4,181,10:1,Variable Timing,Gas,3.54,4.13,4.0,109.3,189.0,75.0,63.0,3945,40.2,39.6,5,,20,26
1076,16171245,2012,Chevrolet,Avalanche 1500 LT,21998.0,96000,Gray,White,4,5.3,8,320,9.9:1,Overhead Valve,Ethanol/Gas,3.78,3.62,2.0,130.0,221.3,,76.0,5969,41.3,41.1,5,46.0,15,21
1077,16238634,2015,Chevrolet,Sonic LT,11998.0,16000,Black,White,2,1.8,4,138,11:1,Variable Timing DOHC,Gas,3.17,3.47,4.0,99.4,173.1,68.0,59.0,2745,41.8,38.7,5,15.0,25,35
1078,16250312,2017,Dodge,Challenger SXT PLUS,25998.0,11000,Black,Gray,2,3.6,6,305,10.20,Variable Timing,Gas,3.78,3.27,4.0,116.2,197.9,75.7,57.5,3834,42.0,39.3,5,16.2,19,30
1079,16238218,2014,Ford,F150 STX,24998.0,26000,Gray,Black,2,5.0,8,360,11:1,Variable Timing DOHC,Gas,3.63,3.65,4.0,144.5,231.7,78.0,74.0,5043,41.4,41.0,6,,15,21
1080,15326231,2013,Ford,F150 XL,12998.0,122000,Gray,White,2,3.7,6,365,11:1,Dual Overhead Cam,Ethanol/Gas,0.0,0.0,4.0,144.5,231.9,79.0,75.0,4764,41.4,41.0,3,,16,22
1081,16238700,2015,Ford,F150 XL,24599.0,56000,Gray,White,4,3.5,6,283,11:1,Variable Timing DOHC,Ethanol/Gas,3.64,3.45,4.0,145.0,231.9,79.0,76.0,5333,43.9,40.8,6,,17,23
1082,15574456,2016,Ford,Fiesta SE,10998.0,33000,Black,Silver,2,1.6,4,120,11:1,Variable Timing,Gas,3.11,3.2,4.0,98.0,173.6,67.0,58.0,2578,42.2,39.1,5,13.0,27,35
1083,16568369,2017,Ford,Fiesta SE,11998.0,9000,Black,Silver,2,1.6,4,120,11.00,Variable Timing,Gas,3.11,3.2,4.0,98.0,159.7,67.8,58.1,2537,42.2,39.1,5,14.9,27,35
1084,16238834,2016,Ford,Flex SE,19599.0,35000,Black,Blue,2,3.5,6,287,10:1,Variable Timing,Gas,3.64,3.41,4.0,117.9,201.8,75.0,68.0,4439,40.8,41.8,7,20.0,16,23
1085,15778014,2008,Ford,Focus SE,7599.0,97000,Black,Silver,2,2.0,4,140,10:1,Dual Overhead Cam,Gas,3.44,3.27,2.0,102.9,175.0,78.0,58.0,2588,41.7,39.2,5,14.0,24,35
1086,15908767,2009,Ford,Focus SE,6998.0,87000,Black,Blue,2,2.0,4,140,10:1,Dual Overhead Cam,Gas,3.44,3.27,2.0,102.9,175.0,78.0,58.0,2623,41.7,39.2,5,14.0,24,35
1087,16238215,2016,Ford,Focus ST,21599.0,16000,Black,Red,2,2.0,4,252,9.3:1,Variable Timing,Turbo Gas,3.44,3.27,4.0,104.3,171.7,71.0,57.0,3223,43.1,38.3,5,24.0,22,30
1088,16250531,2015,Ford,Focus ST,17998.0,43000,Gray,Gray,2,2.0,4,252,9.3:1,Variable Timing DOHC,Turbo Gas,3.44,3.27,4.0,104.3,171.7,71.0,58.0,3223,43.7,38.3,5,24.0,23,32
1089,15660113,2007,Ford,Fusion S,6599.0,104000,Tan,Red,2,2.3,4,160,9.7:1,Dual Overhead Cam,Gas,3.4,3.7,4.0,107.4,190.2,72.0,57.0,3101,42.3,38.7,5,16.0,20,29
1090,16250099,2008,Ford,Fusion S,9998.0,50000,Gray,Silver,2,2.3,4,160,9.7:1,Dual Overhead Cam,Gas,3.4,3.7,4.0,107.4,190.2,72.0,57.0,3175,42.3,38.7,5,16.0,20,29
1091,16237988,2012,Ford,Fusion SE,9998.0,104000,Black,Black,2,2.5,4,175,9.7:1,Dual Overhead Cam,Gas,3.5,3.9,4.0,107.4,190.6,72.0,56.0,3285,42.3,38.7,5,17.0,23,33
1092,16238673,2016,Ford,Fusion SE,13998.0,47000,Black,Black,2,2.5,4,175,9.7:1,Variable Timing,Gas,3.5,3.94,4.0,112.2,191.7,75.0,58.0,3427,44.3,39.2,5,16.0,22,33
1093,16496140,2016,Ford,Fusion Energi SE,17998.0,29000,Black,Black,2,2.0,4,195,12:1,Variable Timing,Gas/Electric,3.45,3.27,4.0,112.2,191.8,75.0,58.0,3913,44.3,39.2,5,8.0,40,36
1094,16568071,2016,Ford,Fusion Energi SE,15998.0,35000,Black,Orange,2,2.0,4,195,12:1,Variable Timing,Gas/Electric,3.45,3.27,4.0,112.2,191.8,75.0,58.0,3913,44.3,39.2,5,8.0,40,36
1095,16238581,2016,Ford,Fusion Hybrid SE,15998.0,42000,Black,Gray,2,2.0,4,188,12:1,Variable Timing,Gas/Electric,3.45,3.27,4.0,112.2,191.8,75.0,58.0,3615,44.3,39.2,5,12.0,43,39
1096,16568075,2015,Ford,Mustang EcoBoost,20998.0,20000,Black,Blue,2,2.3,4,310,9.5:1,Variable Timing DOHC,Turbo Gas,3.45,3.7,4.0,107.1,188.3,75.0,54.0,3501,44.5,37.6,4,14.0,21,32
1097,16238558,2016,Ford,Transit 350 XLT,25998.0,31000,Black,White,2,3.7,6,270,11:1,Variable Timing,Gas,3.76,3.41,4.0,147.6,237.6,81.0,110.0,6124,,,15,107.0,11,16
1098,16238588,2013,GMC,Sierra 1500 SLT,24599.0,91000,Tan,Tan,2,5.3,8,315,9.9:1,Overhead Valve,Ethanol/Gas,3.78,3.62,2.0,143.5,230.2,80.0,73.0,5092,41.3,41.2,5,,15,21
1099,16328092,2017,GMC,Terrain SLT,24998.0,14000,Black,Black,4,2.4,4,182,11.20,Variable Timing,Gas,3.46,3.86,4.0,112.5,185.3,72.8,66.3,4054,41.2,39.8,5,31.6,20,28
1100,16568131,2008,Honda,Accord EX,11998.0,85000,Gray,Silver,2,3.5,6,268,11:1,Single Overhead Cam,Gas,3.5,3.66,4.0,110.2,194.3,72.0,58.0,3567,42.5,39.0,5,14.0,19,29
1101,16171091,2010,Honda,Accord EX-L,11998.0,109000,Black,Green,2,2.4,4,190,11:1,Dual Overhead Cam,Gas,3.43,3.9,4.0,110.2,194.1,72.0,58.0,3397,42.5,39.0,5,14.0,21,31
1102,16171167,2014,Honda,Accord EX-L,18599.0,50000,Cream,Black,2,3.5,6,278,11:1,Variable Timing OHC,Gas,3.5,3.66,4.0,109.3,191.4,72.0,57.0,3554,42.5,37.6,5,16.0,21,32
1103,15817829,2018,Honda,Accord Touring,32998.0,5000,Gray,Blue,2,2.0,4,252,9.80,Variable Timing,Turbo Gas,3.39,3.38,4.0,111.4,192.2,73.3,57.1,3428,42.3,37.5,5,16.7,23,34
1104,16238714,2017,Honda,Civic EX,21998.0,4000,Black,Black,2,2.0,4,158,10.80,Variable Timing,Gas,3.39,3.38,4.0,106.3,182.3,70.8,55.7,2795,42.3,37.5,5,15.1,31,40
1105,16250059,2007,Honda,Civic LX,8998.0,127000,Gray,Gray,2,1.8,4,140,11:1,Single Overhead Cam,Gas,3.19,3.44,4.0,106.3,176.7,69.0,56.0,2751,42.2,39.4,5,12.0,25,36
1106,16171345,2012,Honda,Civic Si,16998.0,35000,Black,Black,2,2.4,4,201,11:1,Dual Overhead Cam,Gas,3.43,3.9,4.0,103.2,175.5,,55.0,2897,42.2,37.7,5,12.0,22,31
1107,16171328,2008,Honda,CR-V EX,11998.0,120000,Gray,Silver,4,2.4,4,166,9.7:1,Dual Overhead Cam,Gas,3.43,3.9,4.0,103.1,177.9,71.0,66.0,3532,41.3,38.9,5,73.0,20,26
1108,16249899,2014,Honda,CR-V EX,18998.0,39000,Black,Black,4,2.4,4,185,10:1,Variable Timing DOHC,Gas,3.43,3.9,4.0,103.1,178.3,71.0,65.0,3490,41.3,38.0,5,37.0,22,30
1109,16238444,2012,Honda,CR-V EX-L,14998.0,113000,Black,Gray,4,2.4,4,185,10:1,Dual Overhead Cam,Gas,3.43,3.9,4.0,103.1,178.3,,65.0,3545,41.3,38.0,5,71.0,22,30
1110,15908607,2007,Honda,CR-V LX,10599.0,112000,Gray,Blue,2,2.4,4,166,9.7:1,Dual Overhead Cam,Gas,3.43,3.9,4.0,103.1,178.0,71.0,66.0,3389,41.3,40.9,5,73.0,20,27
1111,15777579,2017,Honda,CR-V Touring,33998.0,7000,Black,Silver,4,1.5,4,190,10.30,Variable Timing,Turbo Gas,2.87,3.52,4.0,104.7,180.6,73.0,66.5,3624,41.3,38.0,5,39.2,27,33
1112,16238025,2017,Honda,CR-V Touring,31998.0,10000,Black,Blue,4,1.5,4,190,10.30,Variable Timing,Turbo Gas,2.87,3.52,4.0,104.7,180.6,73.0,66.5,3624,41.3,38.0,5,39.2,27,33
1113,16238301,2015,Honda,Fit EX,14599.0,30000,Black,Purple,2,1.5,4,130,12:1,Variable Timing DOHC,Gas,2.87,3.52,4.0,99.6,160.0,67.0,60.0,2573,41.4,38.0,5,17.0,29,37
1114,16249875,2013,Honda,Odyssey LX,18998.0,50000,Tan,Silver,2,3.5,6,248,11:1,Single Overhead Cam,Gas,3.5,3.66,4.0,118.1,202.9,,68.0,4337,40.9,39.7,7,149.0,18,27
1115,16238711,2017,Hyundai,Accent SE,11998.0,40000,Gray,Blue,2,1.6,4,137,11.00,Variable Timing,Gas,3.03,3.36,4.0,101.2,172.0,66.9,57.1,2546,41.8,39.9,5,13.7,26,36
1116,16450772,2014,Hyundai,Veloster Turbo,15998.0,46000,Black,Orange,2,1.6,4,201,9.5:1,Variable Timing DOHC,Turbo Gas,3.03,3.36,4.0,104.3,167.3,71.0,55.0,2888,43.9,39.0,4,16.0,24,31
1117,16238249,2015,Infiniti,QX60,28998.0,26000,Black,Black,4,3.5,6,265,10:1,Variable Timing,Gas,3.76,3.2,4.0,114.2,196.4,77.0,68.0,4462,42.3,40.7,7,16.0,19,26
1118,16238640,2017,Jeep,Patriot Sport,15998.0,20000,Black,Gray,2,2.0,4,158,10.50,Variable Timing,Gas,3.39,3.39,4.0,103.7,173.8,69.2,65.5,3136,40.6,41.0,5,23.0,23,30
1119,16170884,2007,Lexus,GS 350,12998.0,100000,Black,Silver,2,3.5,6,303,12:1,Dual Overhead Cam,Gas,3.44,3.26,4.0,112.2,190.0,71.0,56.0,3704,43.5,37.8,5,13.0,19,26
1120,16327523,2015,Lexus,NX 200t,28998.0,31000,Black,Red,4,2.0,4,235,10:1,Variable Timing DOHC,Turbo Gas,3.39,3.39,4.0,104.7,182.3,73.0,64.0,4050,42.8,38.2,5,18.0,22,28
1121,16250705,2015,Mazda,Mazda6 I Touring,15998.0,33000,Black,Red,2,2.5,4,184,13:1,Variable Timing DOHC,Gas,3.5,3.94,4.0,111.4,191.5,72.0,57.0,3232,42.2,38.4,5,15.0,26,38
1122,16238633,2017,Nissan,Altima S,16998.0,15000,Black,Gray,2,2.5,4,179,10.30,Variable Timing,Gas,3.5,3.94,4.0,109.3,191.9,72.0,57.8,3212,45.0,40.0,5,15.4,27,39
1123,16250287,2009,Toyota,Camry LE,9599.0,121000,Gray,Red,2,2.4,4,158,9.8:1,Dual Overhead Cam,Gas,3.48,3.78,4.0,109.3,189.2,71.0,57.0,3263,41.7,38.8,5,15.0,21,31
1124,16327904,2015,Toyota,Camry LE,16998.0,11000,Tan,Black,2,2.5,4,178,10:1,Variable Timing DOHC,Gas,3.54,3.86,4.0,109.3,190.9,71.0,57.0,3190,41.6,38.8,5,15.0,25,35
1125,16250300,2007,Toyota,Camry XLE,9998.0,126000,Gray,Black,2,3.5,6,268,11:1,Dual Overhead Cam,Gas,3.7,3.27,4.0,109.3,189.2,71.0,57.0,3495,41.6,37.9,5,15.0,19,28
1126,16428310,2013,Toyota,Highlander Hybrid Limited,25998.0,75000,Gray,Black,4,3.5,6,231,13:1,Dual Overhead Cam,Gas/Electric,3.7,3.27,4.0,109.8,188.4,,69.0,4762,43.2,39.7,7,94.0,28,28
1127,16250354,2011,Toyota,Tacoma,25998.0,74000,Gray,Black,4,4.0,6,236,10:1,Dual Overhead Cam,Gas,3.7,3.74,4.0,127.4,208.1,,70.0,4155,41.7,40.2,5,,16,20
1128,16171183,2013,Audi,A4 Premium Plus,21998.0,18000,Black,Black,4,2.0,4,211,9.6:1,Dual Overhead Cam,Turbo Gas,3.25,3.65,4.0,110.6,185.1,71.0,56.0,3626,41.3,40.0,5,34.0,20,30
1129,16451010,2015,Buick,LaCrosse Leather,19998.0,28000,Black,Silver,2,3.6,6,303,11:1,Variable Timing,Ethanol/Gas,3.7,3.37,4.0,111.7,196.9,73.0,59.0,3770,41.7,38.0,5,11.0,18,28
1130,16238689,2007,Chevrolet,HHR LT,9998.0,79000,Black,Black,2,2.4,4,175,10:1,Dual Overhead Cam,Gas,0.0,0.0,4.0,103.5,176.2,69.0,63.0,3155,40.6,39.6,5,63.0,19,28
1131,16257433,2017,Chevrolet,Malibu LT,15998.0,39000,Black,Silver,2,1.5,4,160,10.00,Variable Timing,Turbo Gas,2.91,3.41,4.0,111.4,193.8,73.0,57.6,3126,42.0,39.1,5,15.8,27,36
1132,16238035,2018,Ford,Explorer Sport,38998.0,16000,Black,Black,4,3.5,6,365,10.00,Variable Timing,Turbo Gas,3.64,3.41,4.0,112.8,198.3,78.9,71.0,4901,42.9,41.4,7,21.0,16,22
1133,16327929,2015,Ford,Explorer Sport,34998.0,15000,Black,Gray,4,3.5,6,365,10:1,Variable Timing DOHC,Turbo Gas,3.64,3.41,4.0,112.6,197.1,78.0,71.0,4697,43.1,41.4,7,21.0,16,22
